Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_id,Customer_id,Product_id,Shipment_id
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,1133.35,5,0.0,294.671,6f0ba0af-99bb-4d1e-8078-7659e0e739fe,67288a7e-e439-4b90-ad74-d7e46fb2eadb,c1501176-6208-4087-9c61-6d1d04993c21,9a492149-ce88-4b66-bb1b-493c2511f438
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,4.672,1,0.2,0.584,3b8166c8-172d-40c5-9ad6-1f813ca3e658,7d7440e0-73af-4e4e-be00-8afc86950025,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,515a5855-5736-45e0-8fdc-cd6cd170ad0d
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,104.58,6,0.7,-80.178,3b8166c8-172d-40c5-9ad6-1f813ca3e658,7d7440e0-73af-4e4e-be00-8afc86950025,c1973895-6814-4ddb-bc02-1d14f62e52f9,515a5855-5736-45e0-8fdc-cd6cd170ad0d
Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.136,4,0.2,100.196,bbdd729a-cf86-4c01-8566-389515218a0a,579bd674-9ee4-4e1f-82cf-437f37566a38,c1501176-6208-4087-9c61-6d1d04993c21,ef483f49-5bb6-41ee-aefd-e768e08b26f8
Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,1293.488,7,0.2,80.843,465fc75d-ec11-45cf-b29e-46efffd09dff,643c2d81-53e7-421e-83f9-c9447dc396df,5116f1a6-0127-4865-9bac-29823fab25ea,d3795309-80d9-4f9e-99f8-9ac9d8b9e079
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0.0,21.7515,52c7691b-2939-4675-988c-cf75866a00f6,bbca644d-5698-452a-b81d-877c505b8e3e,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,3db107ba-d909-4737-affe-fc3d483ee920
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,59.76,1,0.0,16.7328,3bda6913-8b58-404d-8203-23424a8333da,0842f818-f236-480f-b1b7-ed5e6f56e9ad,b1035e3a-d289-47fd-997c-678681c45782,85f1be4a-2810-4dc1-9935-634f87e072cd
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7,0.0,54.04,30313151-593d-4385-bd0a-5e742668c9f0,5b9fc86c-fee1-4489-b781-92beb7297001,c1973895-6814-4ddb-bc02-1d14f62e52f9,3aa9df02-cd59-4a06-9c1f-a834132b3ee7
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,9.54,3,0.0,4.3884,30313151-593d-4385-bd0a-5e742668c9f0,5b9fc86c-fee1-4489-b781-92beb7297001,c1973895-6814-4ddb-bc02-1d14f62e52f9,3aa9df02-cd59-4a06-9c1f-a834132b3ee7
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.736,3,0.2,1.0269,4a1d603b-1abd-4165-bc4b-3480674d3f17,ca62196e-2eb6-4b3b-9da8-fe8004423e6f,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,53fa3b67-db05-4856-923f-4aa3392ede67
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0.0,219.4514,09cc5b1b-128f-4a9d-ad59-4bfd5f809854,6547b4f5-6321-47a3-981e-339c6a2e9d75,c1973895-6814-4ddb-bc02-1d14f62e52f9,0ec5238a-c151-41a6-8560-f158e6a1ab78
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,17.94,3,0.0,8.7906,09cc5b1b-128f-4a9d-ad59-4bfd5f809854,6547b4f5-6321-47a3-981e-339c6a2e9d75,efe32969-3c1a-4c37-a0ae-35295a30cbb7,0ec5238a-c151-41a6-8560-f158e6a1ab78
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,245.88,6,0.0,68.8464,09cc5b1b-128f-4a9d-ad59-4bfd5f809854,6547b4f5-6321-47a3-981e-339c6a2e9d75,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,0ec5238a-c151-41a6-8560-f158e6a1ab78
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0.0,92.2368,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,a6a94c1a-bc2c-4186-9814-d7de5125455f,efe32969-3c1a-4c37-a0ae-35295a30cbb7,af0885cd-41d6-484c-b606-bd368a084051
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,801.568,2,0.2,50.098,1218b78a-8bf5-48c9-9e0a-63be0dc6ba44,62883cba-5983-4ffa-8fc3-8acfbcdad95d,c1501176-6208-4087-9c61-6d1d04993c21,15592bbf-7b8f-4a0e-a7a9-396365788ae0
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,368.91,9,0.0,180.7659,1218b78a-8bf5-48c9-9e0a-63be0dc6ba44,62883cba-5983-4ffa-8fc3-8acfbcdad95d,efe32969-3c1a-4c37-a0ae-35295a30cbb7,15592bbf-7b8f-4a0e-a7a9-396365788ae0
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,885.528,9,0.2,-99.6219,1218b78a-8bf5-48c9-9e0a-63be0dc6ba44,62883cba-5983-4ffa-8fc3-8acfbcdad95d,c1501176-6208-4087-9c61-6d1d04993c21,15592bbf-7b8f-4a0e-a7a9-396365788ae0
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,28.28,2,0.0,7.3528,11efbf2c-0a64-43b5-8141-65d0e153884d,a2eee738-e540-4145-a046-f05ed6718a1d,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,8d8b8d00-71e8-4316-b67b-2f0ea67c0d5c
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,4912.59,3,0.0,196.5036,11efbf2c-0a64-43b5-8141-65d0e153884d,a2eee738-e540-4145-a046-f05ed6718a1d,5d822846-ccd8-4f69-9981-0af311c352c6,8d8b8d00-71e8-4316-b67b-2f0ea67c0d5c
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,5.0232,d1a13403-3f0c-498a-873a-8c89b87dc2c6,03410c61-1f3e-4e34-952f-7c5b9ac128ee,c1973895-6814-4ddb-bc02-1d14f62e52f9,12e9becb-6052-404d-9eeb-f94cbb78e22f
Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.97,3,0.0,86.3856,d1a13403-3f0c-498a-873a-8c89b87dc2c6,03410c61-1f3e-4e34-952f-7c5b9ac128ee,b5a6b04c-7073-437e-b60c-f9df408ee69b,12e9becb-6052-404d-9eeb-f94cbb78e22f
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0.0,11.1176,be626206-ce02-479a-b514-0099f5050e97,9c33f895-16e9-4dc2-92fc-df356dd7b2d6,b1035e3a-d289-47fd-997c-678681c45782,de05aa70-eafc-47c3-9858-b7839c1c3983
Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,45.68,2,0.0,21.0128,6c6014ee-04c8-40c2-8fdc-29202a4cd6ed,31a02e65-76d4-4df1-a33b-d33437eb621d,efe32969-3c1a-4c37-a0ae-35295a30cbb7,fd0b6007-666a-47b4-9c69-f7727fcbdae1
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0.0,11.7782,2bf417b9-8fa7-4351-9bf2-acfc67f8e1ae,6b78c48b-4e53-424b-95d8-6d6973209ab5,c1973895-6814-4ddb-bc02-1d14f62e52f9,ffec5d0a-2d79-40f5-8c65-fba0198955ae
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.432,1,0.2,13.4512,14e688dc-1520-4b4e-bb9f-2d0206e91659,0dd8d00c-c2a1-4c3f-925d-6f2f7c9d14f9,efe32969-3c1a-4c37-a0ae-35295a30cbb7,7223eccb-0139-472b-a188-d2ba7261fe0a
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.568,2,0.2,1.6176,14e688dc-1520-4b4e-bb9f-2d0206e91659,0dd8d00c-c2a1-4c3f-925d-6f2f7c9d14f9,b1035e3a-d289-47fd-997c-678681c45782,7223eccb-0139-472b-a188-d2ba7261fe0a
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394,14e688dc-1520-4b4e-bb9f-2d0206e91659,0dd8d00c-c2a1-4c3f-925d-6f2f7c9d14f9,b5a6b04c-7073-437e-b60c-f9df408ee69b,7223eccb-0139-472b-a188-d2ba7261fe0a
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,2.78,1,0.0,1.3622,8eb41e9e-d259-4129-b90d-df9f36ec5532,5bb9c4a5-50b1-42b4-8598-6e748aca60c4,c1973895-6814-4ddb-bc02-1d14f62e52f9,5342cc10-8cc1-45e5-9329-8404c88848d0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,99.87,3,0.0,23.9688,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,aef2ab30-382b-42aa-8416-a34358d7eeb1,b1035e3a-d289-47fd-997c-678681c45782,56a96380-3892-4a32-acec-82d5c90d259c
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,44.4,3,0.0,22.2,621b2163-d63f-4585-aee2-53f869ff7faa,6683f42b-91bc-426f-bc00-6378a6a1e4b8,396079af-2d9a-4a5c-a4b9-c518258c4e5a,651c2cac-e724-43e2-88e1-9f4db18a179a
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,21.4,5,0.0,9.63,621b2163-d63f-4585-aee2-53f869ff7faa,6683f42b-91bc-426f-bc00-6378a6a1e4b8,efe32969-3c1a-4c37-a0ae-35295a30cbb7,651c2cac-e724-43e2-88e1-9f4db18a179a
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0.0,22.0472,1a3a9c3c-8b18-4b95-8c1d-a46c5e0346fe,b714244b-fe60-43a6-aef4-04e89dcf67c0,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,6760466a-f839-4950-b50d-254327522353
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0.0,124.7808,1a3a9c3c-8b18-4b95-8c1d-a46c5e0346fe,b714244b-fe60-43a6-aef4-04e89dcf67c0,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,6760466a-f839-4950-b50d-254327522353
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,9.78,1,0.0,4.89,d1a13403-3f0c-498a-873a-8c89b87dc2c6,5972ec12-06da-4ed2-a47f-49c49644faa7,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,ffe2d46c-d063-4983-8411-e1e2785f0436
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,24.192,9,0.2,7.56,f39ab84b-a7a5-41f6-9841-27e120ca20db,70fc5e30-dc17-4ffe-9244-ffb0e7f79888,c1973895-6814-4ddb-bc02-1d14f62e52f9,70db9c1f-5f28-4412-a7a7-3b0697011d96
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3,0.0,10.4148,78fa0e0a-59a6-4129-abf6-134513c93773,1e74d3ce-6626-44d2-b165-d3f3c555171a,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,c280ca25-0030-45d5-8116-879ef9bd7d44
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,59.94,3,0.0,28.1718,f39ab84b-a7a5-41f6-9841-27e120ca20db,70fc5e30-dc17-4ffe-9244-ffb0e7f79888,efe32969-3c1a-4c37-a0ae-35295a30cbb7,a94fc94b-e415-4af1-bd27-b4ebb7a2f54c
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,45.36,4,0.0,22.2264,f39ab84b-a7a5-41f6-9841-27e120ca20db,70fc5e30-dc17-4ffe-9244-ffb0e7f79888,efe32969-3c1a-4c37-a0ae-35295a30cbb7,a94fc94b-e415-4af1-bd27-b4ebb7a2f54c
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,26.4,5,0.0,12.672,f39ab84b-a7a5-41f6-9841-27e120ca20db,70fc5e30-dc17-4ffe-9244-ffb0e7f79888,efe32969-3c1a-4c37-a0ae-35295a30cbb7,a94fc94b-e415-4af1-bd27-b4ebb7a2f54c
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.4,4,0.0,19.872,f39ab84b-a7a5-41f6-9841-27e120ca20db,70fc5e30-dc17-4ffe-9244-ffb0e7f79888,396079af-2d9a-4a5c-a4b9-c518258c4e5a,a94fc94b-e415-4af1-bd27-b4ebb7a2f54c
Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,16.95,1,0.0,1.017,f39ab84b-a7a5-41f6-9841-27e120ca20db,70fc5e30-dc17-4ffe-9244-ffb0e7f79888,b5a6b04c-7073-437e-b60c-f9df408ee69b,a94fc94b-e415-4af1-bd27-b4ebb7a2f54c
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,24.704,2,0.2,9.264,a5f4e8b4-cfcd-4bb2-932c-10ec58e3e6d5,8773811e-c5b7-472a-b456-a80525e6762e,c1973895-6814-4ddb-bc02-1d14f62e52f9,de2cc772-6533-4937-a084-b0149dac226a
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,59.7,3,0.0,26.865,a5f4e8b4-cfcd-4bb2-932c-10ec58e3e6d5,8773811e-c5b7-472a-b456-a80525e6762e,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,de2cc772-6533-4937-a084-b0149dac226a
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,14.52,3,0.0,5.6628,a5f4e8b4-cfcd-4bb2-932c-10ec58e3e6d5,8773811e-c5b7-472a-b456-a80525e6762e,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,de2cc772-6533-4937-a084-b0149dac226a
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,104.184,3,0.2,33.8598,a5f4e8b4-cfcd-4bb2-932c-10ec58e3e6d5,8773811e-c5b7-472a-b456-a80525e6762e,c1973895-6814-4ddb-bc02-1d14f62e52f9,de2cc772-6533-4937-a084-b0149dac226a
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,46.53,3,0.0,13.0284,708bd2fb-3361-4b82-a453-0821ec171d7e,a7bc1e9a-6e37-4409-8297-e6da672e0d89,b1035e3a-d289-47fd-997c-678681c45782,b52097df-ebdf-4dce-8c00-a1917f223559
Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,25.5,3,0.0,6.63,6c6014ee-04c8-40c2-8fdc-29202a4cd6ed,60db68e9-4d87-4a15-b1c2-7f16a8756963,5d822846-ccd8-4f69-9981-0af311c352c6,8a3f9f78-e0d9-4868-8de6-a1ea9c66bf72
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0.0,1.043,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,b1035e3a-d289-47fd-997c-678681c45782,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0.0,41.2237,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,396079af-2d9a-4a5c-a4b9-c518258c4e5a,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.764,2,0.1,8.8784,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,c1501176-6208-4087-9c61-6d1d04993c21,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.6,4,0.0,27.434,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,b1035e3a-d289-47fd-997c-678681c45782,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,1a643d48-a302-4f67-baea-ea47160533b7,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5,0.2,-25.049,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,1a643d48-a302-4f67-baea-ea47160533b7,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3,0.0,58.7916,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.9,2,0.0,217.767,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,b5a6b04c-7073-437e-b60c-f9df408ee69b,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0.0,53.2608,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,efe32969-3c1a-4c37-a0ae-35295a30cbb7,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.8,4,0.0,1.356,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,f78decb3-185e-44f3-a53c-f35b4d768f37
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.176,2,0.4,-120.0508,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,d3ebb28f-10be-4e4a-9d4f-ce941db4be8e,5116f1a6-0127-4865-9bac-29823fab25ea,dd002679-4153-481c-9979-d2cc556afbaa
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,22.96,7,0.0,6.6584,ed08dd65-83b9-46d7-8493-a7c666e6299c,ecdee95d-3767-4b36-9f31-9c3ba4a7b228,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,fd674273-1126-44a0-8087-8c914f8ab2cf
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0.0,362.835,d611d9ac-3092-4072-8298-9e653a14016b,11d158be-0a29-417a-b8f8-9e22c4dc8a14,b5a6b04c-7073-437e-b60c-f9df408ee69b,b8ed7d33-ed42-4ad3-867f-18ac82cd323b
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0.0,316.1392,27083ae6-a61e-4a05-8b16-7fb4b929dba6,9c804833-b1b0-48a6-bd2d-92c622d62398,5116f1a6-0127-4865-9bac-29823fab25ea,fc7aae17-fe8d-4022-a24a-7f2acb5ec28c
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1,0.0,3.4357,ccf38ae3-517f-4238-ac42-0400ed3925ee,16d07975-49a0-4898-8e92-47351476699c,396079af-2d9a-4a5c-a4b9-c518258c4e5a,7c02f210-75e2-477f-b35e-ff625671cb0c
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,8.92,4,0.0,3.9248,ccf38ae3-517f-4238-ac42-0400ed3925ee,16d07975-49a0-4898-8e92-47351476699c,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,7c02f210-75e2-477f-b35e-ff625671cb0c
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492,df53a5c6-fa23-431d-97aa-b3b59d070b19,65059900-a63d-4281-83f6-670970885b61,1a643d48-a302-4f67-baea-ea47160533b7,9c447c0c-1606-420e-be0f-2b597d479683
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432,df53a5c6-fa23-431d-97aa-b3b59d070b19,65059900-a63d-4281-83f6-670970885b61,efe32969-3c1a-4c37-a0ae-35295a30cbb7,9c447c0c-1606-420e-be0f-2b597d479683
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.988,2,0.4,-113.998,df53a5c6-fa23-431d-97aa-b3b59d070b19,65059900-a63d-4281-83f6-670970885b61,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,9c447c0c-1606-420e-be0f-2b597d479683
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3,0.2,1.0044,df53a5c6-fa23-431d-97aa-b3b59d070b19,65059900-a63d-4281-83f6-670970885b61,b1035e3a-d289-47fd-997c-678681c45782,9c447c0c-1606-420e-be0f-2b597d479683
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.776,3,0.2,4.8231,df53a5c6-fa23-431d-97aa-b3b59d070b19,65059900-a63d-4281-83f6-670970885b61,b5a6b04c-7073-437e-b60c-f9df408ee69b,9c447c0c-1606-420e-be0f-2b597d479683
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.2,85.787,df53a5c6-fa23-431d-97aa-b3b59d070b19,65059900-a63d-4281-83f6-670970885b61,b5a6b04c-7073-437e-b60c-f9df408ee69b,9c447c0c-1606-420e-be0f-2b597d479683
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,25.4,5,0.0,8.636,68f1cef5-8d92-4723-ad3e-8257dcc724f5,aa789ec3-205b-44c7-a5a9-4e360c5cb6e7,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,3003c9ff-37a7-4072-9ec1-56cc26db5f90
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,177.48,3,0.2,19.9665,68f1cef5-8d92-4723-ad3e-8257dcc724f5,aa789ec3-205b-44c7-a5a9-4e360c5cb6e7,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,3003c9ff-37a7-4072-9ec1-56cc26db5f90
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,71.976,3,0.2,8.997,68f1cef5-8d92-4723-ad3e-8257dcc724f5,aa789ec3-205b-44c7-a5a9-4e360c5cb6e7,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,3003c9ff-37a7-4072-9ec1-56cc26db5f90
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992,6a14baaf-5f58-43a8-9ddb-0d48c71ed78d,6f74676f-c606-41f4-a4f8-3a6b39796a2d,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,fce3de11-1b6d-4544-8d76-3cd11bb77a25
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952,6a14baaf-5f58-43a8-9ddb-0d48c71ed78d,6f74676f-c606-41f4-a4f8-3a6b39796a2d,396079af-2d9a-4a5c-a4b9-c518258c4e5a,fce3de11-1b6d-4544-8d76-3cd11bb77a25
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,435.84,12,0.0,130.752,621b2163-d63f-4585-aee2-53f869ff7faa,d2c7ea85-37eb-4763-b551-7ef129a0cfac,b5a6b04c-7073-437e-b60c-f9df408ee69b,302d82d4-47fb-476e-b5af-a5fe1c65646f
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2,0.0,1.5876,621b2163-d63f-4585-aee2-53f869ff7faa,d2c7ea85-37eb-4763-b551-7ef129a0cfac,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,302d82d4-47fb-476e-b5af-a5fe1c65646f
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,211.168,4,0.2,18.4772,56168f37-1a8b-4527-850a-c6a7dab8a49a,60ea9fdf-0813-4a78-b77a-4bdfd1c21b7f,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,70db6935-5f5b-4830-85e9-9ab39fff036d
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,6.28,1,0.0,2.6376,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,aef2ab30-382b-42aa-8416-a34358d7eeb1,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,56a96380-3892-4a32-acec-82d5c90d259c
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,95.1,5,0.0,30.432,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,aef2ab30-382b-42aa-8416-a34358d7eeb1,b5a6b04c-7073-437e-b60c-f9df408ee69b,56a96380-3892-4a32-acec-82d5c90d259c
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,aef2ab30-382b-42aa-8416-a34358d7eeb1,efe32969-3c1a-4c37-a0ae-35295a30cbb7,56a96380-3892-4a32-acec-82d5c90d259c
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,48.84,4,0.0,13.1868,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,aef2ab30-382b-42aa-8416-a34358d7eeb1,b1035e3a-d289-47fd-997c-678681c45782,56a96380-3892-4a32-acec-82d5c90d259c
Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0.0,12.691,7276a108-ba43-4dcc-84fc-7702cfc65416,3b0b77a2-e54b-4515-8cd9-903c75f5f9f6,c1973895-6814-4ddb-bc02-1d14f62e52f9,2ac77266-bd83-4c20-8698-0b721dd68cf8
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,42.68,4,0.0,19.6328,d0aca4e6-0c3f-42cc-af7a-b9d524486be0,e9836008-2a8c-46df-98c2-6371c76a1131,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,70347880-8aec-45a8-9bdc-bd6434ad1811
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Technology,Accessories,299.97,3,0.0,125.9874,d0aca4e6-0c3f-42cc-af7a-b9d524486be0,e9836008-2a8c-46df-98c2-6371c76a1131,b5a6b04c-7073-437e-b60c-f9df408ee69b,70347880-8aec-45a8-9bdc-bd6434ad1811
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Appliances,262.24,2,0.0,78.672,d0aca4e6-0c3f-42cc-af7a-b9d524486be0,e9836008-2a8c-46df-98c2-6371c76a1131,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,70347880-8aec-45a8-9bdc-bd6434ad1811
